S.no,Name of the report,Year,Released Month,Link,Tags,AID,SID,SSID,CDN Report Link,Thumbnail Links- New,,
167,State Of The Indian Ecommerce- Cross Border Ecommerce,2023,,https://drive.google.com/file/d/1KNSbNQJhnHNwKRuDfxaD-uRszjKEZcD_/view?usp=sharing,"cross-border ecommerce, Indian market, online retail, market trends,international ecommerce, global trade, online shopping, market insights",1009,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/Q2%20ECOMMERCE%20REPORT_v10%20(1).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/167.webp,,
168,"State Of Ecommerce In India, Q2 2022 (Vertical Marketplaces)",2022,,https://drive.google.com/file/d/1oD9W20jZ7V2ktMnTnGIEo-nzupWFVh17/view?usp=sharing,"ecommerce, vertical marketplaces, Q2 2022, market trends,niche markets, online retail, ecommerce growth, market analysis",1009,5000,5006,"https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/State%20Of%20Ecommerce%20In%20India,%20Q2%202022%20(Vertical%20Marketplaces).pdf",https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/168.webp,,
169,"State Of Ecommerce In India, Q3 2022 (D2C)",2022,,https://drive.google.com/file/d/1SkcqssJdGJhW0pom3M4VLaYmJt9P-gHU/view?usp=sharing,"ecommerce, D2C, Q3 2022, market trends,direct-to-consumer, online retail, ecommerce growth, market insights",1009,5000,5009,"https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/State%20Of%20Ecommerce%20In%20India,%20Q3%202022%20(D2C).pdf",https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/169.webp,,
170,"State Of Indian Ecommerce, Q4 2022 (Festival Sales)",2022,,https://drive.google.com/file/d/1RiJSPceh1P8mBpsgnivW2VjswIstRRDJ/view?usp=sharing,"ecommerce, festival sales, Q4 2022, market trends,holiday shopping, online retail, seasonal sales, market insights",1009,5000,5006,"https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/State%20Of%20Indian%20Ecommerce,%20Q4%202022%20(Festival%20Sales).pdf",https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/170.webp,,
171,State Of Indian Fintech Report Q1 2023 (B2B Lending),2023,,https://drive.google.com/file/d/1qAjFkS7nxdNN6RGPnE1qDOtLtw1gzoBj/view?usp=sharing,"fintech, B2B lending, Q1 2023, financial technology,business lending, fintech trends, financial services, lending platforms",1009,9000,9001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/State%20Of%20Indian%20Fintech%20Report%20Q1%202023%20(1).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/171.webp,,
172,State Of Indian Fintech Report Q3 2023 (Consumer Lending),2023,,https://drive.google.com/file/d/1_YIMefX808WjlEyg8UrJzYHDiYHI3lqG/view?usp=sharing,"fintech, consumer lending, Q3 2023, financial technology,personal loans, fintech trends, financial services, lending platforms",1009,9000,9001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/STATE%20OF%20INDIAN%20FINTECH%20REPORT%20Q3%202023%20(Consumer%20Lending).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/172.webp,,
173,State Of Indian Fintech Report Q4 2023 (Rural Fintech),2023,,https://drive.google.com/file/d/1ICm7-je7dSJ2NwO8N9ybauYbDWSnA_1Y/view?usp=sharing,"fintech, rural markets, Q4 2023, financial technology,rural banking, fintech trends, financial inclusion, market insights",1009,9000,9001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/STATE%20OF%20INDIAN%20FINTECH%20REPORT%20Q4%202023%20(Rural%20Fintech).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/173.webp,,
174,"State Of Indian Fintech Report, Q3 2022 (Neobanks)",2022,,https://drive.google.com/file/d/1f6zyB79dT8-hzb3ZaZvLdx51lmuplaIp/view?usp=sharing,"fintech, neobanks, Q3 2022, financial technology,digital banks, fintech trends, online banking, financial services",1009,9000,9001,"https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/State%20Of%20Indian%20Fintech%20Report,%20Q3%202022%20(Neobanks).pdf",https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/174.webp,,
175,State Of Rajasthan Startup Ecosystem Report 2023,2023,,https://drive.google.com/file/d/1DrIVOZBjX2ZTEWotxwuDblTdEFgG45Zs/view?usp=sharing,"Rajasthan startups, startup ecosystem, regional analysis, 2023 report,local startups, entrepreneurial landscape, regional business, startup growth",1009,22000,22006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/STATE%20OF%20RAJASTHAN%20STARTUP%20ECOSYSTEM%20REPORT%202023.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/175.webp,,
176,State Of The Indian Ecommerce Q3-2023 (Tier 2 Markets),2023,,https://drive.google.com/file/d/1IKuZsuK47IULSWgRlXdasEjGYy_xGTCk/view?usp=sharing,"ecommerce, tier 2 markets, Q3 2023, market trends,regional markets, online retail, ecommerce growth, market insights",1009,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/STATE%20OF%20THE%20INDIAN%20ECOMMERCE%20Q3-2023%20(Tier%202%20Markets).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/176.webp,,
177,State Of The Indian Ecommerce Q4-2023 ( Online Festival Sales),2023,,https://drive.google.com/file/d/1ii8hb7nzWUJ0zQCFHPFID4XdJ5toQEpz/view?usp=sharing,"ecommerce, festival sales, Q4 2023, market trends,holiday shopping, online retail, seasonal sales, market insights",1009,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/STATE%20OF%20THE%20INDIAN%20ECOMMERCE%20Q4-2023%20(%20Online%20Festival%20sales).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/177.webp,,
178,State Of The Indian Fintech Report Q2 2023 (Cross Border Payments),2023,,https://drive.google.com/file/d/1htKDLcTVTBIXCrjITuG5OtKKcdoggpEX/view?usp=sharing,"fintech, cross-border payments, Q2 2023, financial technology,international transactions, fintech trends, financial services, payment solutions",1009,9000,9001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/STATE%20OF%20THE%20INDIAN%20FINTECH%20REPORT%20Q2%202023%20(Cross%20border%20payments).pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/178.webp,,
179,The Future Of Edtech In India Decoding The $29 Bn Market Opportunity,2023,,https://drive.google.com/file/d/1NDB_bK-s506xXNzEOKOokOTuaDtS09WY/view?usp=sharing,"edtech, market opportunity, India education, tech trends,online education, educational technology, market insights, growth potential",1009,5000,5003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/INC%2042/THE%20FUTURE%20OF%20EDTECH%20IN%20INDIA%20Decoding%20The%20$29%20Bn%20Market%20Opportunity.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/179.webp,,
180,"India’s Online Packaged Food, Beverages, Personal Care And Home Utilities Consumer Goods Report ",2019,,https://drive.google.com/file/d/1lN0WJB4mDzj1xRmW9rdY9Fcany7NAi7P/view?usp=sharing,"online consumer goods, packaged food, beverages, market report,home utilities, personal care, online shopping, FMCG trends",1003,5000,5006,"https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/India%E2%80%99s%20Online%20Packaged%20Food,%20Beverages,%20Personal%20Care%20And%20Home%20Utilities%20Consumer%20Goods%20Report%20.pdf",https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/180.webp,,
181,State Of Preventive Health In India ,2022,July,https://drive.google.com/file/d/1JhDEE36j4UCQwMznFz_TgG6X7z9TcZcG/view?usp=sharing,"preventive health, healthcare, India health, health trends,wellness trends, healthcare report, disease prevention, health analysis",1003,10000,10004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/State%20Of%20Preventive%20Health%20In%20India%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/181.webp,,
182,Decoding The Upcoming Online Sales Extravganza ,2022,March,https://drive.google.com/file/d/1J8oJxaCm_81dZ4VlsX3uxSLFgIwQBPbT/view?usp=sharing,"online sales, ecommerce, shopping trends, market analysis,sales forecast, retail trends, online shopping, shopping extravaganza",1003,22000,22006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/DECODING%20THE%20UPCOMING%20SALES%20EXTRAVGANZA.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/182.webp,,
183,"Changing Habits , Evolving Patterns ",2023,March,https://drive.google.com/file/d/12u3poUUn-9yYGKN8TbYby7pS1UqjcgdM/view?usp=sharing,"consumer behavior, lifestyle changes, market trends, behavior analysis,habit shifts, lifestyle trends, consumer preferences, behavior evolution",1003,5000,5006,"https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Changing%20Habits%20,%20Evolving%20Patterns%20.pdf",https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/183.webp,,
184,Real Money Gaming: India’s New Playground,2020,,https://drive.google.com/file/d/1fYKzOyNL4X7w2NyY4pu05CjZoD_UCg5w/view?usp=sharing,"real money gaming, online gaming, India market, gaming trends,digital gaming, gambling, online casinos, market insights",1003,5000,5001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Real%20Money%20Gaming-%20India%E2%80%99s%20New%20Playground.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/184.webp,,
185,Indonesia Ecommerce Metamorphosis In A Post Covid World,2021,,https://drive.google.com/file/d/1Og50DAszqia5JxxpbKg2Ez39VwKJVGoH/view?usp=sharing,"Indonesia ecommerce, post-Covid, market trends, retail transformation,online shopping, digital commerce, market recovery, retail insights",1003,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Indonesia%20Ecommerce%20Metamorphosis%20In%20A%20Post%20Covid%20World.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/185.webp,,
186,"Report On Market For "" Higher Education Abroad """,2021,,https://drive.google.com/file/d/1n8sHD3Q-zBZD1CVNFvxjGZG0YkJwF7Xw/view?usp=sharing,"higher education, international study, market report, education trends,studying abroad, global education, education market, student mobility",1003,5000,5003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Report%20On%20Market%20For%20%22%20Higher%20Education%20Abroad%20%22.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/186.webp,,
187,Consumer Internet In Indonesia,2022,Feb,https://drive.google.com/file/d/1-GiT3563g25azHj_4BhcMA64jvwXoGRv/view?usp=sharing,"consumer internet, Indonesia market, digital trends, online behavior,internet usage, digital economy, online trends, market insights",1003,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Consumer%20Internet%20In%20Indonesia.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/187.webp,,
188,Black Friday $6Bn Online Shopping Event,2021,Oct,https://drive.google.com/file/d/1jzBb42C1yj1tue-cCsduy3mdH5gcEovL/view?usp=sharing,"Black Friday, online shopping, retail event, market trends,holiday sales, ecommerce, shopping spree, retail insights",1003,22000,22006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Black%20Friday%20$6Bn%20Online%20Shopping%20Event.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/188.webp,,
189,Mena Digital Economy: On The Cusp Of A Digital Revolution,2022,Aug,https://drive.google.com/file/d/16xapJWGwGN5Bh0qvQrlmzORj9_QRYVbb/view?usp=sharing,"MENA region, digital economy, market transformation, tech trends,Middle East tech, digital innovation, economic growth, market insights",1003,22000,22006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Mena%20Digital%20Economy-%20On%20The%20Cusp%20Of%20A%20Digital%20Revolution.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/189.webp,,
190,Do Green Deals Create Value?,2022,,https://drive.google.com/file/d/1L8GtTre3AYjRd40rKdJQdzCKsUTqWcrG/view?usp=sharing,"green deals, sustainability, value creation, environmental impact,eco-friendly investments, sustainable business, green finance, market analysis",1004,4000,4002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/BCG/green-dealmaking-helps-create-value.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/190.webp,,
191,Green Deals Gain Steam,2022,,https://drive.google.com/file/d/1IrqkphDPQWOqqYSgzQKm2CnTZtXi7-SN/view?usp=sharing,"green deals, sustainability, investment trends, environmental impact,eco-friendly investments, sustainable business, green finance, market insights",1004,4000,4002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/BCG/green-deals-on-the-rise-according-to-the-latest-mergers-and-acquisitions-report.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/191.webp,,
192,DSG Consumer Partners 2024 Sustainability Report,2024,,https://drive.google.com/file/d/1R7yURUqkdIbaZT3188TEItwo2RnDk2Ff/view?usp=sharing,"sustainability report, DSG Consumer Partners, corporate sustainability,environmental impact, social responsibility, sustainable business, CSR report",1014,4000,4002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DSG/DSGC%202024%20SUSTAINABILITY%20REPORT%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/192.webp,,
193,"The Balancing Act
DSG Consumer Partners Sustainability Report FY2022",2022,,https://drive.google.com/file/d/1tmAwFSSj7SJ7mxeyk3TdnM2FLLdgvuR0/view?usp=sharing,"sustainability report, DSG Consumer Partners, corporate sustainability,environmental impact, social responsibility, sustainable business, CSR report",1014,4000,4002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DSG/The%20Balancing%20Act%20DSG%20Consumer%20Partners%20Sustainability%20Report%20FY2022.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/193.webp,,
194,Code to Credit - A thesis on Digital Lending in India,2024,,https://drive.google.com/file/d/1AI4D3BWAmYTaTpgnUVLfPGwaswiMTyIz/view?usp=sharing,"digital lending, fintech, India market, lending trends,online loans, fintech innovation, credit technology, financial services",1015,9000,9003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Eximus/Code-to-Credit_Digital-Lending-Thesis_updated.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/194.webp,,
195,Playing to Win- A thesis on Indian Online Gaming,2024,,https://drive.google.com/file/d/18fPXDRsBgM-hXl0D4j7A7lamje-xokA-/view?usp=sharing,"online gaming, India market, gaming trends, industry analysis,digital gaming, game development, market insights, gaming industry",1015,5000,5001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Eximus/Playing-to-Win-A-thesis-on-Indian-Online-Gaming-download.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/195.webp,,
196,Q-4 2020 E-Commerce Trends Report- Kearney and Unicommerce,2020,,https://drive.google.com/file/d/1VjICxLuuJ2bKeYdLkcmXQRWfGOshvy1g/view?usp=sharing,"ecommerce trends, Q4 2020, market analysis, retail insights,online shopping, digital commerce, market trends, retail report",1005,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/KEARNEY/Q4%20Trends%20Report%202020.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/196.webp,,
197,"Regenerative talent pools- The 2023 Kearney Global
Services Location Index",2023,,https://drive.google.com/file/d/1hR8WkCWD6308KsqQWI146fAmnZCaGDEx/view?usp=sharing,"talent pools, global services, talent management, market analysis,workforce trends, talent acquisition, employment index, labor market",1005,17000,17001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Kearney/Regenerative%20talent%20pools--The%202023%20Kearney%20Global%20Services%20Location%20Index.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/197.webp,,
198,The 2021 Kearney Global Services Location Index,2021,,https://drive.google.com/file/d/1A_4QvKB8rr4DPLUOR8EZV2MUgDrvIoMO/view?usp=sharing,"global services, location index, talent management, market trends,outsourcing, talent pools, business services, market insights",1005,17000,17001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Kearney/The%202021%20Kearney%20Global%20Services%20Location%20Index%E2%80%94Toward%20a%20global%20network%20of%20digital%20hubs.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/198.webp,,
199,Stride Ventures- India Venture Debt Report 2024,2024,,https://drive.google.com/file/d/16oT2rcDUWY7ClvMdCUKLc-sjmtOJEFtU/view?usp=sharing,"venture debt, India market, funding report, 2024 analysis,startup financing, debt investment, financial trends, business funding",1016,9000,9005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/StrideVentures/Stride%20Debt%20Venture%20Report%202024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/199.webp,,
200,Stride Ventures- India Venture Debt Report 2022,2022,,https://drive.google.com/file/d/1ca_SpyF01g4o67gzCj0ve8zGO5RmZZNE/view?usp=drive_link,"venture debt, India market, funding report, 2022 analysis,startup financing, debt investment, financial trends, business funding",1016,9000,9005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/StrideVentures/Stride+Ventures+India+Debt+Report+2022.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/200.webp,,
201,Stride Ventures- India Venture Debt Report 2023,2023,,https://drive.google.com/file/d/1HDbY1Rzfw_tIbn_qzMe15nAOTALAuBQA/view?usp=sharing,"venture debt, India market, funding report, 2023 analysis,startup financing, debt investment, financial trends, business funding",1016,9000,9005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/StrideVentures/Stride%20Debt%20Venture%20Report%202023.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/201.webp,,
202,Amazon Playbook by Fireside Ventures,2023,AUG,https://drive.google.com/file/d/1WMhnoPdAoNNsoIZKemWz4amny-2JFYgB/view?usp=sharing,"Amazon strategy, ecommerce, business playbook, market insights,online retail, marketplace strategy, business growth, ecommerce trends",1026,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/AMAZONPLAYBOOK,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/202.webp,,
203,Bigbasket Playbook by Fireside Ventures,2023,JAN,https://drive.google.com/file/d/1DAeF5o4pnYYyHmN5m4AZU6d0iiL0cCKn/view?usp=sharing,"Bigbasket strategy, online grocery, business playbook, market insights,ecommerce, grocery delivery, business growth, retail strategy",1026,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/BigbasketPlaybook,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/203.webp,,
204,10 Breakout trends in Beauty & Personal care,2023,,https://drive.google.com/file/d/1by3B4CkjSEpcz69LwL5rBXCXC1Axs9Xp/view?usp=sharing,"beauty trends, personal care, market insights, industry analysis,skincare trends, cosmetic industry, market growth, beauty insights",1026,5000,5005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/Beauty_Personal_Care.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/204.webp,,
205,Know the Indian Consumer,2023,,https://drive.google.com/file/d/1eeizIewOtEnCKbkNMpZKR4WpEN8LD11-/view?usp=sharing,"consumer behavior, India market, consumer insights, market trends,consumer preferences, market analysis, retail behavior, consumer study",1026,5000,5004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/consumer_report_takeaways.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/205.webp,,
206,D2C Funnel Building- D2C Playbook,2023,aug,https://drive.google.com/file/d/13rKFskbn0THoYckxmXDVXw94XtJBORLM/view?usp=sharing,"D2C strategy, ecommerce, funnel building, business playbook,direct-to-consumer, online retail, sales funnel, business growth",1026,5000,5009,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/D2C%20Funnel%20Building-%20India,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/206.webp,,
207,"Building Purposeful and
Iconic Brands: Fireside Venture ESG Report",2023,mar,https://drive.google.com/file/d/1OAwbiQgsW-X-7mop43ZUEf7FlmVuNml1/view?usp=sharing,"iconic brands, brand building, ESG, market analysis, brand strategy,sustainable brands, purpose-driven brands, brand development, corporate responsibility",1026,4000,4002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/Building%20Purposeful%20and%20Iconic%20Brands,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/207.webp,,
208,5 Trends to bite into: Food & Beverages Takeaway,2023,,https://drive.google.com/file/d/1M-bRFxGczE2g9u6QPIRtJZt0gbq7EIV5/view?usp=sharing,"food trends, beverage market, industry insights, market analysis,eating habits, drink trends, food industry, market growth",1026,5000,5009,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/Food_Beverages.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/208.webp,,
209,Game of Stones: The stellar appeal of lab grown diamond,2023,,https://drive.google.com/file/d/1Ppcauto3yXgIm-bJlaXWJRJ4CHnKGaEU/view?usp=sharing,"lab-grown diamonds, jewelry market, industry trends, market insights,synthetic diamonds, jewelry trends, market growth, gem industry",1026,23000,23001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/Game%20of%20%20Stones,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/209.webp,,
210,Getting inside your head- Mental Health Report,2023,,https://drive.google.com/file/d/1tO4qpQX1d1WrxQb_5-gUbEAbVBBDg2pJ/view?usp=sharing,"mental health, healthcare, wellness trends, industry analysis,psychological health, mental wellness, healthcare trends, health insights",1026,10000,10001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/Getting%20inside%20your%20head.,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/210.webp,,
211,"So much 
plastic- Sustainability Report",2023,,https://drive.google.com/file/d/1QgEhyT1wzn0oeU70V8N2BB6zirgtTdNG/view?usp=sharing,"plastic waste, environmental sustainability, recycling efforts, sustainability impact,waste management, eco-friendly initiatives, plastic pollution, environmental report",1026,4000,4001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/So%20much%20plastic.,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/211.webp,,
212,"Responsible Investment Policy: Integrating Environment, Social and
Governance Practices",2023,,https://drive.google.com/file/d/1WwXZThYreE9xUWJ4WFjH4CPCuOMPVVSv/view?usp=sharing,"responsible investment, ESG, investment policy, sustainable finance,ethical investing, corporate governance, socially responsible investing, ESG integration",1026,4000,4002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/Responsible_Investment_Policy_FSV.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/212.webp,,
213,Building the Value of Good: A Primer for Responsible Startups,2023,,https://drive.google.com/file/d/1aProKgTsSsYmuhO3FL1Zq8hQih1pVNb1/view?usp=sharing,"responsible startups, ESG, business ethics, sustainability,social impact, ethical business, corporate responsibility, sustainable growth",1026,4000,4001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/FiresideVentures/building%20the%20value%20of%20good%20,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/213.webp,,
214,Anthony Waste DRHP- Waste & Roads Management Report,2020,,,"waste management, DRHP, roads management, environmental services,infrastructure, waste disposal, road maintenance, public services",1027,4000,4004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/anotony%20waste%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/214.webp,,
215,Bazaar Style Retail Limited IPO DRHP- Fashion Market Report,2024,,,"retail market, IPO, DRHP, business analysis,stock offering, market insights, retail strategy, business growth",1027,18000,18001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/BAAZAR%20STYLE%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/215.webp,,
216,Burger King IPO DRHP- QSR Market Report,2019,,,"quick-service restaurants, IPO, DRHP, market analysis,fast food industry, restaurant trends, stock offering, business growth",1027,11000,11003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/burger%20king%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/216.webp,,
217,Campus Activewear Limited DRHP- Footwear Market Report,2021,Dec,,"footwear market, IPO, DRHP, business analysis,shoe industry, market trends, stock offering, business growth",1027,18000,18004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/campus%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/217.webp,,
218,Chemcon Speciality Chemicals Limited DRHP- Chemical Industry Report,2019,Aug,,"specialty chemicals, IPO, DRHP, market analysis,chemical industry, market insights, stock offering, business growth",1027,14000,14001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/chemcon%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/218.webp,,
219,Computer Age Management Services Limited DRHP- Wealth Management Software & Services Report,2020,Jan,,"management services, IPO, DRHP, business analysis,IT services, market insights, stock offering, business growth",1027,9000,9006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/campus%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/219.webp,,
220,Credo Brands Marketing Limited (Mufti) DRHP- Fashion Market Report,2023,july,,"marketing brands, IPO, DRHP, business analysis,brand management, market insights, stock offering, business growth, MUFTI",1027,18000,18001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/credo%20brands%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/220.webp,,
221,DCX Systems Limited DRHP- Wires & Cable Market Report,2022,APR,,"systems technology, IPO, DRHP, business analysis,tech industry, market trends, stock offering, business growth",1027,14000,14004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/dcx.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/221.webp,,
222,Delhivery Limited DRHP- Logistics Market Report,2021,nov,,"logistics, IPO, DRHP, business analysis,delivery services, market insights, stock offering, business growth",1027,5000,5010,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/delhivery%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/222.webp,,
223,Electronics Mart India Limited DRHP- Indian Retailers Report,2022,oct,,"electronics market, IPO, DRHP, business analysis,consumer electronics, market trends, stock offering, business growth",1027,18000,18005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/electronic%20mart%20ipo%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/223.webp,,
